1	-1	-1
2	-1	-1
3	-0.5	-1
4	-0.5	-1
5	-1	-0.5
6	-1	-0.5
7	-0.5	-0.5
8	-0.5	-0.5
9	0	-1
10	0	-1
11	0	-0.5
12	0	-0.5
13	-1	0
14	-1	0
15	-0.5	0
16	-0.5	0
17	0	0
18	0	0
19	0.5	-1
20	0.5	-1
21	0.5	-0.5
22	0.5	-0.5
23	1	-1
24	1	-1
25	1	-0.5
26	1	-0.5
27	0.5	0
28	0.5	0
29	1	0
30	1	0
31	-1	0.5
32	-1	0.5
33	-0.5	0.5
34	-0.5	0.5
35	0	0.5
36	0	0.5
37	-1	1
38	-1	1
39	-0.5	1
40	-0.5	1
41	0	1
42	0	1
43	0.5	0.5
44	0.5	0.5
45	1	0.5
46	1	0.5
47	0.5	1
48	0.5	1
49	1	1
50	1	1
